"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 19 12:08:32 GMT 2021","Sat Jun 19 12:08:34 GMT 2021","1780","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
"passed","Sat Jun 19 12:08:35 GMT 2021","Sat Jun 19 12:08:38 GMT 2021","2878","","My Login application","","My Login application","should login with valid credentials","should login with valid credentials",""
